symbol,symbol_id,date,daily_rsi_3,daily_rsi_9,weekly_rsi_3,monthly_rsi_3,ret_5d,ret_10d
EMAMILTD,568,2024-04-01,68.41,51.38,63.54,54.49,3.32,0.81
ESCORTS,594,2024-04-01,84.85,62.95,80.85,80.75,7.48,7.16
EVERESTIND,605,2024-04-01,64.92,44.8,55.78,59.95,8.54,9.49
EXIDEIND,610,2024-04-01,81.42,50.53,65.38,91.2,21.45,48.06
FINEORG,629,2024-04-01,77.37,58.41,71.6,50.11,3.79,0.4
FOSECOIND,646,2024-04-01,79.74,46.9,62.1,63.29,8.42,8.17
GALAXYSURF,653,2024-04-01,75.53,50.09,72.77,53.61,8.46,10.87
GATEWAY,667,2024-04-01,81.18,59.6,77.07,62.52,7.51,-0.52
GENUSPOWER,677,2024-04-01,79.6,58.13,68.27,77.9,8.62,17.89
GNFC,708,2024-04-01,83.98,60.68,87.91,64.12,8.98,6.07
GRINDWELL,741,2024-04-01,61.3,45.45,62.23,52.36,6.17,6.6
GTPL,756,2024-04-01,75.5,53.85,56.27,51.22,3.95,6.95
GUJALKALI,758,2024-04-01,74.34,45.31,62.1,62.03,10.62,14.33
GUJAPOLLO,759,2024-04-01,64.26,36.8,53.86,60.54,13.84,10.01
HESTERBIO,802,2024-04-01,82.07,65.89,90.16,74.21,12.71,11.55
HIKAL,810,2024-04-01,68.26,52.5,79.19,65.83,8.75,9.2
HINDCOMPOS,815,2024-04-01,82.03,52.83,63.3,51.43,7.73,2.57
HINDZINC,822,2024-04-01,85.36,60.57,84.17,89.37,12.49,31.55
HSCL,841,2024-04-01,66.71,46.04,62.02,69.75,3.98,-2.15
HUHTAMAKI,845,2024-04-01,68.83,49.47,62.83,53.45,4.57,5.79
IEX,860,2024-04-01,85.9,56.08,69.13,66.62,3.71,5.63
IFBAGRO,861,2024-04-01,61.7,43.95,60.09,57.24,6.98,3.63
IMPAL,879,2024-04-01,78.03,52.5,63.94,56.5,8.19,4.24
INDRAMEDCO,906,2024-04-01,74.19,57.47,91.1,85.89,36.41,28.46
INOXGREEN,918,2024-04-01,71.85,52.76,74.19,79.6,12.05,10.89
INSPIRISYS,922,2024-04-01,78.58,63.15,62.29,87.15,4.98,15.69
JAICORPLTD,958,2024-04-01,83.36,56.62,63.45,55.61,2.85,-1.75
JKPAPER,989,2024-04-01,74.56,40.4,58.12,55.06,9.09,6.8
JUBLINGREA,1010,2024-04-01,81.73,61.0,74.88,74.29,4.28,15.1
KAMATHOTEL,1026,2024-04-01,73.48,46.93,70.62,58.94,17.27,10.75
KAUSHALYA,1036,2024-04-01,77.28,38.46,55.96,53.13,23.33,28.38
KAYA,1038,2024-04-01,74.15,49.42,68.73,65.09,4.36,2.03
KUANTUM,1105,2024-04-01,73.78,51.79,53.92,58.29,1.09,-4.66
MAGADSUGAR,1169,2024-04-01,67.71,41.31,54.49,59.62,6.79,5.87
MAHEPC,1174,2024-04-01,78.62,53.4,66.18,62.47,6.05,11.74
MAHSEAMLES,1179,2024-04-01,76.75,51.67,63.5,55.26,1.43,-0.97
MAITHANALL,1180,2024-04-01,79.8,55.69,70.96,74.67,7.67,11.89
MITCON,1255,2024-04-01,67.28,49.87,55.3,65.62,4.49,-1.4
NATHBIOGEN,1317,2024-04-01,66.78,44.47,57.62,58.16,6.1,3.16
NDGL,1330,2024-04-01,66.4,51.88,69.07,62.04,10.57,5.94
NITINSPIN,1366,2024-04-01,68.55,52.36,68.05,69.09,6.16,2.33
NUCLEUS,1385,2024-04-01,69.96,48.65,65.97,54.59,8.99,3.22
NUVOCO,1388,2024-04-01,85.19,60.2,53.21,50.76,-1.34,-2.33
ORISSAMINE,1425,2024-04-01,71.68,51.6,58.75,60.24,2.27,6.68
POKARNA,1502,2024-04-01,69.65,46.74,69.15,52.16,4.78,6.18
PPL,1513,2024-04-01,64.92,47.22,59.88,55.75,9.06,3.19
PRINCEPIPE,1532,2024-04-01,74.84,58.77,73.27,54.33,6.47,5.86
RBZJEWEL,1594,2024-04-01,76.89,55.22,68.54,69.32,3.35,-4.68
RHIM,1620,2024-04-01,77.55,58.48,67.57,52.25,6.38,11.59
ROSSARI,1638,2024-04-01,80.02,49.2,58.55,52.76,1.72,5.24
RUPA,1662,2024-04-01,66.18,46.28,62.88,59.52,3.94,4.85
SHIVATEX,1774,2024-04-01,74.99,46.13,72.88,67.99,13.74,15.68
SKYGOLD,1821,2024-04-01,73.87,52.1,75.55,75.94,11.84,6.57
STARHEALTH,1869,2024-04-01,72.82,56.9,71.49,56.75,1.17,0.63
STARPAPER,1870,2024-04-01,81.06,52.95,75.79,58.1,7.84,1.25
SUMICHEM,1893,2024-04-01,74.13,56.76,65.69,59.4,7.93,7.53
SUPERHOUSE,1906,2024-04-01,81.06,54.22,67.27,51.32,11.55,7.13
SURYAROSNI,1920,2024-04-01,81.36,51.11,71.09,55.35,8.1,4.88
SUVEN,1923,2024-04-01,83.85,58.61,81.61,80.42,11.0,6.52
SYMPHONY,1934,2024-04-01,76.23,55.94,77.19,72.03,13.45,9.78
TAINWALCHM,1939,2024-04-01,71.2,50.4,58.31,58.34,4.64,1.86
TVTODAY,2049,2024-04-01,89.26,50.21,64.81,59.45,6.47,1.84
UNITEDTEA,2076,2024-04-01,84.08,56.08,74.41,70.08,6.7,3.19
UTIAMC,2087,2024-04-01,76.37,50.36,75.94,70.13,9.69,9.49
VEEDOL,2107,2024-04-01,76.46,46.02,70.52,77.24,10.91,8.54
VENKEYS,2108,2024-04-01,68.48,43.21,72.15,52.31,15.09,11.15
VHL,2118,2024-04-01,71.48,47.66,67.51,54.14,6.25,5.04
ZYDUSWELL,2218,2024-04-01,74.85,48.34,68.98,67.01,3.92,8.04
DEEPAKNTR,484,2024-04-02,80.76,60.21,63.25,69.74,-0.5,4.64
DHANUKA,499,2024-04-02,80.79,60.71,70.86,83.52,11.31,20.3
IRIS,939,2024-04-02,70.6,54.26,63.19,75.45,1.47,3.29
MEDICAMEQ,1231,2024-04-02,69.19,44.78,58.1,60.83,6.11,2.23
MOLDTKPAC,1272,2024-04-02,73.7,52.47,69.77,54.99,6.12,3.9
RAMCOSYS,1581,2024-04-02,75.18,49.94,57.37,70.56,0.21,49.28
ROSSELLIND,1639,2024-04-02,74.49,50.69,59.49,59.28,6.22,5.32
SANDUMA,1699,2024-04-02,79.74,54.2,61.2,72.54,5.53,20.69
SICALLOG,1793,2024-04-02,69.1,47.84,61.59,54.14,16.6,8.2
AXISBANK,223,2024-04-03,75.75,53.09,50.98,80.79,2.31,-3.21
LFIC,1126,2024-04-03,76.63,52.14,54.7,55.4,-1.34,-7.39
MAYURUNIQ,1219,2024-04-03,68.86,50.27,57.61,56.31,3.54,3.18
PRUDENT,1540,2024-04-03,79.78,59.36,61.39,76.49,3.82,5.16
GROBTEA,744,2024-04-05,75.83,55.99,55.36,72.38,0.33,8.04
DEEPAKNTR,484,2024-04-10,85.74,70.83,78.54,69.74,-1.1,7.83
NAVNETEDUL,1324,2024-04-12,86.73,61.54,66.06,53.04,3.31,1.19
VSTIND,2156,2024-04-12,75.58,61.83,71.78,82.85,7.03,9.51
BDL,273,2024-04-16,89.52,70.08,81.2,88.28,10.8,6.52
MANOMAY,1197,2024-04-16,83.03,59.1,76.55,75.92,11.84,7.47
EXPLEOSOL,611,2024-04-19,85.21,63.52,63.46,53.47,-1.96,-2.09
GLAXO,692,2024-04-22,78.7,54.97,81.49,62.79,8.35,4.77
HATSUN,779,2024-04-22,89.77,51.2,78.06,54.05,7.27,1.21
NATHBIOGEN,1317,2024-04-22,86.04,66.07,77.31,58.16,4.8,0.02
STARTECK,1871,2024-04-22,66.41,51.16,68.12,50.07,3.99,-0.13
VHL,2118,2024-04-22,89.25,71.01,66.79,54.14,-3.38,-4.38
ZAGGLE,2202,2024-04-24,85.02,58.54,69.03,61.87,1.89,-3.12
ALKEM,102,2024-04-25,82.09,56.81,59.92,50.12,0.75,5.37
DRREDDY,536,2024-04-25,84.83,61.81,66.25,63.9,2.1,-4.79
MITCON,1255,2024-04-25,82.96,61.35,70.25,65.62,0.37,-1.65
AARON,14,2024-04-29,84.65,57.52,58.9,50.39,-1.2,0.66
RESPONIND,1615,2024-04-29,86.71,62.95,66.46,63.05,-3.03,-7.0
REPRO,1614,2024-04-30,84.55,64.74,72.13,59.32,-3.3,-8.98
SINTERCOM,1810,2024-04-30,91.54,73.15,85.1,79.72,-0.88,-3.34
DABUR,455,2024-05-02,91.8,70.16,80.76,64.18,5.24,3.19
SANDESH,1697,2024-05-02,83.05,65.0,56.65,74.3,-7.29,-5.07
ZYDUSLIFE,2217,2024-05-02,79.31,60.03,70.37,80.19,-2.0,2.13
PANAMAPET,1441,2024-05-03,85.47,65.09,72.06,74.85,-6.09,-4.18
GOPAL,726,2024-05-07,92.16,66.01,53.28,100.0,2.01,0.24
ETHOSLTD,599,2024-05-13,66.33,45.43,54.4,59.96,1.09,3.24
GLAND,691,2024-05-13,82.69,59.44,69.57,58.69,2.07,2.85
ADANIGREEN,45,2024-05-14,75.85,52.96,60.36,81.64,4.34,5.08
BEDMUTHA,276,2024-05-14,72.95,51.68,74.7,67.31,29.24,27.52
LFIC,1126,2024-05-15,84.27,59.5,71.45,79.25,6.37,20.48
OLECTRA,1399,2024-05-15,86.81,53.64,51.38,57.27,5.79,2.81
3MINDIA,5,2024-05-16,81.89,59.99,71.71,64.09,2.29,11.26
ICRA,855,2024-05-17,84.07,59.24,57.58,58.27,6.09,5.98
IMPAL,879,2024-05-17,76.27,53.37,64.94,60.63,1.13,-0.55
RKSWAMY,1630,2024-05-17,78.53,55.87,55.46,100.0,1.17,-2.99
WIPL,2186,2024-05-17,82.63,61.45,75.36,64.26,6.36,-2.41
AWL,222,2024-05-21,84.05,58.36,63.37,52.37,-1.64,-3.62
HFCL,806,2024-05-21,84.11,62.56,69.22,68.79,4.67,-17.01
MEDIASSIST,1230,2024-05-21,87.48,63.53,52.41,70.21,-4.71,-12.21
HDFCBANK,790,2024-05-23,84.81,57.21,64.93,59.17,1.49,4.5
WOCKPHARMA,2188,2024-05-23,75.31,54.58,59.51,54.79,-3.47,-1.53
JTEKTINDIA,1006,2024-05-28,71.98,53.44,58.39,60.78,-4.74,3.85
FINEORG,629,2024-05-29,88.45,69.26,66.94,53.19,-4.35,2.64
KRITINUT,1092,2024-05-29,80.88,61.23,50.72,53.02,-6.61,5.06
ELIN,566,2024-05-31,84.47,59.61,52.55,58.34,-2.04,12.01
APTUS,148,2024-06-03,76.99,52.15,58.79,57.76,2.02,10.29
BALRAMCHIN,250,2024-06-03,79.27,61.75,72.43,71.79,1.46,9.7
CSBBANK,443,2024-06-03,81.97,52.99,51.36,61.82,0.41,0.9
DBOL,467,2024-06-03,69.58,44.85,60.22,60.53,7.15,25.45
NUVOCO,1388,2024-06-03,83.27,63.43,72.57,66.29,3.79,8.26
ZOTA,2214,2024-06-03,78.65,59.37,78.54,81.31,8.21,29.41
APOLLOHOSP,143,2024-06-05,76.18,53.53,59.68,64.2,3.94,4.06
DYNPRO,544,2024-06-05,62.05,50.06,64.22,55.71,-1.44,6.52
LTTS,1154,2024-06-05,70.89,54.45,66.31,52.63,5.68,5.42
APTUS,148,2024-06-06,70.39,53.64,58.79,57.76,10.49,8.47
BBTC,268,2024-06-06,68.07,53.51,67.54,83.84,8.48,10.53
BIRLAMONEY,308,2024-06-06,76.52,61.45,84.08,82.39,19.55,27.3
COSMOFIRST,429,2024-06-06,70.51,55.84,56.67,81.16,15.38,35.22
CSBBANK,443,2024-06-06,64.46,50.81,51.36,61.82,1.37,2.86
DBOL,467,2024-06-06,64.3,49.36,60.22,60.53,26.61,26.09
DRREDDY,536,2024-06-06,69.79,50.87,64.93,67.83,3.48,2.05
HAPPSTMNDS,772,2024-06-06,79.52,61.22,73.68,52.67,9.01,10.43
INTELLECT,923,2024-06-06,68.35,51.33,60.32,64.06,16.14,13.9
LATENTVIEW,1115,2024-06-06,79.7,61.21,73.09,63.68,3.29,4.33
LINCOLN,1136,2024-06-06,69.52,55.64,74.77,56.34,6.73,6.15
NAHARPOLY,1311,2024-06-06,68.25,52.82,54.76,72.42,10.67,32.55
NATHBIOGEN,1317,2024-06-06,63.25,51.27,52.73,62.34,7.59,11.23
NILKAMAL,1360,2024-06-06,72.44,54.58,50.26,52.4,2.8,9.12
RAMCOCEM,1579,2024-06-06,71.11,57.87,73.95,54.13,10.11,7.47
ROUTE,1642,2024-06-06,71.45,58.46,61.24,83.57,4.02,3.61
SBICARD,1723,2024-06-06,61.72,49.97,56.42,55.58,3.32,3.08
SBILIFE,1724,2024-06-06,73.99,56.79,51.56,63.6,0.49,1.48
SRHHYPOLTD,1860,2024-06-06,70.11,50.79,51.3,57.26,8.62,7.31
TCS,1967,2024-06-06,81.64,54.34,62.0,62.72,1.25,-0.51
UTIAMC,2087,2024-06-06,83.93,67.92,72.73,73.52,3.11,5.54
UTTAMSUGAR,2090,2024-06-06,63.39,46.07,50.99,50.89,18.11,14.35
VINYLINDIA,2134,2024-06-06,67.03,51.29,59.76,59.77,13.18,19.86
APOLLOTYRE,145,2024-06-07,74.43,57.18,64.44,68.9,-1.77,2.91
FSL,647,2024-06-07,76.66,57.1,56.27,63.85,3.28,8.64
IGPL,869,2024-06-07,75.47,57.06,65.69,75.03,8.47,20.36
INDIACEM,885,2024-06-07,68.71,55.51,57.87,79.32,3.32,9.44
MAHLOG,1177,2024-06-07,79.58,57.11,54.07,79.81,5.24,9.56
PDSL,1464,2024-06-07,74.45,55.82,56.25,67.95,18.65,22.01
SIS,1812,2024-06-07,82.6,60.36,57.35,55.86,3.98,2.14
SUNPHARMA,1903,2024-06-07,74.31,56.44,55.8,62.43,0.61,-0.82
BANARISUG,253,2024-06-10,78.4,50.54,86.3,75.78,21.95,38.5
SRM,1861,2024-06-10,66.75,46.26,60.01,100.0,6.96,9.57
STARTECK,1871,2024-06-10,76.89,46.45,56.21,62.13,27.0,32.86
TRF,2032,2024-06-10,83.12,59.03,76.55,73.22,2.76,-4.31
UNIVPHOTO,2079,2024-06-10,74.59,49.6,64.8,56.91,6.02,13.53
ACI,39,2024-06-11,76.81,54.95,80.12,57.63,7.65,10.81
MRPL,1285,2024-06-11,81.95,54.87,54.52,56.26,0.65,2.52
YASHO,2197,2024-06-11,73.69,52.28,68.81,61.93,4.6,8.04
HEUBACHIND,803,2024-06-12,80.41,59.34,56.03,58.99,17.57,18.52
REMSONSIND,1610,2024-06-12,82.25,54.49,54.59,70.15,12.86,11.95
TVSSCS,2047,2024-06-12,85.14,61.1,57.66,56.72,6.39,3.44
AETHER,63,2024-06-13,88.74,72.07,79.2,71.23,0.42,7.31
GODREJIND,717,2024-06-13,85.78,60.48,59.46,56.42,-4.21,2.57
KINGFA,1059,2024-06-13,78.15,57.54,84.14,56.71,4.89,7.05
TCPLPACK,1966,2024-06-13,86.95,63.13,70.43,83.71,9.02,15.72
MANORG,1199,2024-06-14,85.71,63.54,65.54,50.82,2.14,-2.9
STARHEALTH,1869,2024-06-14,78.83,57.15,51.49,54.09,-1.48,8.47
STARTECK,1871,2024-06-14,77.17,58.71,56.21,62.13,28.62,19.4
TATAINVEST,1956,2024-06-14,91.55,67.08,67.22,64.42,1.05,-2.01
MANOMAY,1197,2024-06-18,81.98,59.27,62.45,56.07,-4.53,-1.43
RSSOFTWARE,1651,2024-06-18,69.0,45.11,65.77,66.39,27.62,34.0
AKSHARCHEM,92,2024-06-20,79.9,65.05,85.46,71.87,16.22,14.39
ALKYLAMINE,103,2024-06-20,89.35,73.69,78.39,57.69,1.24,1.98
LUXIND,1158,2024-06-20,83.23,61.61,66.77,59.4,-5.68,-0.7
PIIND,1482,2024-06-20,92.41,72.23,79.07,64.36,1.18,0.42
APLAPOLLO,140,2024-06-21,85.42,61.17,61.29,58.14,-5.54,-4.67
HARIOMPIPE,775,2024-06-21,93.44,65.93,69.31,59.63,-1.15,-1.44
UFO,2057,2024-06-21,73.8,60.29,60.37,54.5,4.73,5.55
SHANTIGEAR,1762,2024-06-24,85.58,61.42,80.19,70.08,9.67,18.91
LMW,1141,2024-06-25,84.52,68.36,79.49,76.58,-3.64,-6.4
SEJALLTD,1737,2024-06-25,81.96,63.74,84.09,66.26,8.79,5.78
ZIMLAB,2211,2024-06-27,91.24,66.15,74.47,53.72,1.28,-0.22
ACC,34,2024-07-01,88.6,70.1,70.34,68.21,-2.78,-1.96
RAMCOSYS,1581,2024-07-01,78.1,60.71,68.2,74.3,4.98,6.48
SONACOMS,1838,2024-07-01,84.39,65.7,67.01,66.75,0.81,8.34
DSSL,537,2024-07-02,87.8,60.73,82.59,79.33,12.55,9.69
MEGASTAR,1236,2024-07-03,79.25,59.71,59.86,62.65,8.41,17.18
SJVN,1816,2024-07-03,85.55,61.56,76.01,80.35,4.8,7.4
AARON,14,2024-07-04,79.37,57.65,61.09,76.39,-0.29,-1.15
ARTEMISMED,164,2024-07-04,90.0,65.19,68.99,94.32,18.72,17.67
YATHARTH,2198,2024-07-04,83.2,62.29,74.2,71.9,-0.8,0.92
ANANDRATHI,121,2024-07-05,88.22,62.3,59.84,51.95,-0.37,-4.98
PNCINFRA,1498,2024-07-08,80.28,62.81,77.55,71.07,4.85,1.38
PFIZER,1471,2024-07-09,81.27,59.42,74.52,90.78,6.22,12.51
RUSTOMJEE,1664,2024-07-09,89.4,56.1,72.15,73.46,3.56,3.98
VIJAYA,2122,2024-07-09,88.37,68.43,55.41,70.91,-5.05,-3.95
ASIANPAINT,182,2024-07-10,85.13,70.29,87.05,78.11,-2.17,-3.17
HINDPETRO,819,2024-07-10,74.3,49.57,55.68,80.01,6.71,11.52
GILLETTE,686,2024-07-15,92.24,69.74,78.3,98.72,0.3,1.88
AJANTPHARM,84,2024-07-18,69.42,53.45,52.85,93.19,4.98,22.2
TTKHLTCARE,2040,2024-07-19,85.0,55.98,52.34,72.84,4.64,12.55
OBEROIRLTY,1392,2024-07-22,66.44,49.62,61.33,86.14,2.86,-2.18
RADICO,1563,2024-07-22,80.82,55.07,61.11,56.12,0.02,-2.79
ESCORTS,594,2024-07-23,76.87,57.08,66.65,93.52,0.87,-10.26
MOTILALOFS,1279,2024-07-23,65.64,42.18,62.63,62.18,17.24,8.45
JITFINFRA,984,2024-07-24,78.0,55.46,67.86,85.8,9.37,13.96
LORDSCHLO,1144,2024-07-24,80.29,57.8,67.42,58.18,6.45,10.13
OBEROIRLTY,1392,2024-07-24,62.04,50.62,61.33,86.14,6.86,1.63
UNICHEMLAB,2065,2024-07-24,86.1,62.27,62.27,69.68,4.8,7.4
MANINFRA,1195,2024-07-25,76.0,61.33,84.95,54.05,-3.27,-10.6
RAMCOCEM,1579,2024-07-25,72.19,49.7,64.69,50.01,3.03,-0.73
RICOAUTO,1622,2024-07-25,73.46,53.56,60.91,66.01,0.34,-7.39
63MOONS,8,2024-07-26,76.75,54.39,50.07,53.88,15.37,2.62
BALKRISIND,247,2024-07-26,85.74,66.78,80.78,92.7,0.37,-6.74
CIPLA,404,2024-07-26,93.05,75.33,75.8,82.47,-2.93,-0.02
MITCON,1255,2024-07-26,85.66,66.75,76.73,82.61,-1.79,-8.96
OBEROIRLTY,1392,2024-07-26,73.96,57.7,61.33,86.14,-0.32,0.18
SWSOLAR,1933,2024-07-26,71.12,51.37,50.28,67.62,-4.04,-1.95
EXPLEOSOL,611,2024-07-29,82.51,66.16,76.16,61.14,-2.83,-2.49
GENSOL,675,2024-07-29,76.39,56.1,63.22,66.75,-4.23,3.09
HITECHGEAR,827,2024-07-29,85.53,57.96,53.84,80.71,-4.83,-1.12
NAVNETEDUL,1324,2024-07-29,82.28,66.18,84.47,80.55,-1.08,6.33
SAGCEM,1677,2024-07-29,78.54,56.94,59.33,65.43,-3.33,-8.11
AAATECH,10,2024-07-30,85.9,61.19,69.35,62.34,-3.34,7.03
GREENLAM,737,2024-07-30,66.99,45.9,60.54,51.76,0.62,0.17
HEG,795,2024-07-30,85.51,61.49,53.38,64.57,-9.31,-1.19
VIDHIING,2120,2024-07-30,75.32,58.18,85.87,54.7,4.5,-2.26
BHARATGEAR,293,2024-07-31,88.84,63.9,63.63,55.82,-4.59,-6.13
HDFCBANK,790,2024-08-01,81.69,56.05,73.48,64.17,0.24,-0.41
BIKAJI,301,2024-08-02,85.77,67.93,84.1,94.5,10.31,18.08
STEELCAS,1873,2024-08-02,91.02,63.4,63.01,70.08,-1.21,-3.72
ECLERX,548,2024-08-06,80.38,61.07,64.44,82.68,-0.05,10.82
CARYSIL,364,2024-08-07,67.18,53.13,67.45,62.55,0.41,8.98
HCG,785,2024-08-07,75.05,58.13,51.0,67.48,-3.02,6.01
ENDURANCE,579,2024-08-08,72.55,54.36,52.0,61.57,-3.0,-0.32
JTLIND,1007,2024-08-09,78.16,54.05,50.03,64.79,-1.7,11.41
INDOCO,898,2024-08-12,85.17,59.96,55.27,76.27,0.93,9.6
WEIZMANIND,2170,2024-08-12,87.64,61.39,64.45,64.88,10.33,13.16
RBZJEWEL,1594,2024-08-13,88.29,66.51,88.29,76.05,11.13,11.64
BCONCEPTS,272,2024-08-16,75.3,55.77,51.93,52.62,14.79,10.64
NESTLEIND,1342,2024-08-16,74.56,55.83,53.95,52.65,0.15,-0.98
OMAXAUTO,1400,2024-08-16,77.98,54.37,52.29,51.33,-8.13,-7.17
POLYMED,1505,2024-08-16,72.99,56.27,53.59,93.22,13.38,19.79
WEIZMANIND,2170,2024-08-16,72.35,58.98,64.45,64.88,8.74,7.38
